Locality,Postal code,Type,Build,Price,Number_rooms,Fully_equipped_kitchen,Furnished,Open_fire,Terrace,Ter_Area,Garden,Area_garden,Livable_surface_area,Surface_area_land,Numb_facades,Swimming_pool,State
Auderghem,1160,Studio,1,170000€,,0,0,0,0,,0,,41,,2,0,Bon
LA,7100,Appartement,1,170000€,3,1,0,0,0,,0,,109,,2,0,
Woluwe-Saint-Lambert,1200,Studio,1,174000€,1,1,0,0,0,,0,,43,,2,0,Bon
FLÉRON,4620,Appartement,1,175000€,2,0,0,0,1,10,0,,,,,0,
Libramont-Chevigny,6800,Appartement,1,175000€,2,1,0,0,1,10,1,80,90,,,0,Bon
Blankenberge,8370,Rez-de-chaussée,1,175000€,1,0,0,0,0,,0,,54,,,0,Bon
Ostende,8400,Appartement,1,179000€,1,0,0,0,0,,0,,,,,0,Bon
Ostende,8400,Appartement,1,179000€,2,1,0,0,0,,0,,74,,2,0,Bon
Soumagne,4630,Appartement,1,180000€,2,0,0,0,0,,0,,120,,2,0,Bon
Soumagne,4630,Duplex,1,180000€,2,0,0,0,0,,0,,120,,2,0,Bon
Blankenberge,8370,Appartement,1,180000€,1,0,0,0,1,3,0,,58,,,0,Bon
Ostende,8400,Penthouse,1,180000€,1,0,0,0,1,40,0,,60,,2,0,Fraîchement rénové
Harelbeke,8530,Appartement,1,181000€,2,0,0,0,1,15,0,,82,,2,0,
Nivelles,1400,Appartement,1,185000€,2,1,0,0,1,11,0,,83,,4,0,Excellent état
Mol,2400,Appartement,1,187000€,2,0,0,0,0,,0,,90,,4,0,Bon
Tirlemont,3300,Appartement,1,187500€,1,0,0,0,1,7,0,,72,,2,0,Fraîchement rénové
Koningslo,1800,Rez-de-chaussée,1,189000€,1,0,0,0,1,20,1,80,65,,2,0,
Visé,4600,Appartement,1,189000€,1,0,0,0,0,,0,,63,,2,0,
Lombardsijde,8434,Appartement,1,189000€,2,1,0,0,0,,0,,88,,,0,Excellent état
Haaltert,9450,Appartement,1,189000€,2,1,0,0,1,8,0,,95,,2,0,Excellent état
Denderhoutem,9450,Appartement,1,189000€,2,0,0,0,0,,0,,88,,,0,Excellent état
Tirlemont,3300,Appartement,1,195000€,2,0,0,0,1,3,0,,95,,2,0,Bon
Liège,4000,Appartement,1,195000€,1,1,0,0,1,4,0,,63,,4,0,Bon
Wavre,1300,Appartement,1,198200€,1,1,0,0,1,6,0,,69,,,0,Excellent état
Jette,1090,Appartement,1,199000€,2,0,0,0,0,,0,,90,,2,0,Bon
Merksem,2170,Duplex,1,199000€,3,0,0,0,0,,0,,105,,2,0,Fraîchement rénové
Binche,7130,Loft,1,199500€,1,1,0,0,0,,0,,200,,2,0,Excellent état
Schaerbeek,1030,Appartement,1,200000€,2,1,0,0,0,,0,,100,,,0,À rafraîchir
Ostende,8400,Rez-de-chaussée,1,205000€,2,1,0,0,0,,0,,111,,,0,Excellent état
Rixensart,1331,Appartement,1,209000€,2,1,0,0,0,,0,,85,,4,0,Bon
Etterbeek,1040,Appartement,1,210000€,2,0,0,0,0,,0,,65,,,0,
Turnhout,2300,Appartement,1,210000€,2,0,0,0,0,,0,,93,,,0,Fraîchement rénové
Erpent,5101,Appartement,1,210000€,1,0,0,0,1,4,0,,67,,2,0,
Wavre,1300,Appartement,1,212400€,1,0,0,0,1,16,0,,67,,,0,Excellent état
Forest,1190,Appartement,1,215000€,2,1,0,0,1,7,0,,73,,2,0,Bon
Braine-l'Alleud,1420,Appartement,1,215000€,2,0,0,0,1,4,0,,75,,3,0,À rafraîchir
Braine-l'Alleud,1420,Triplex,1,215000€,3,1,0,0,0,,0,,115,,2,0,Bon
Ostende,8400,Rez-de-chaussée,1,219000€,2,1,0,0,0,,0,,85,,,0,Bon
Molenbeek-Saint-Jean,1080,Loft,1,220000€,1,0,0,0,0,,0,,61,,2,0,Excellent état
Uccle,1180,Appartement de service,1,220000€,1,0,0,0,0,,0,,47,,,0,Bon
Deurne,2100,Appartement,1,220000€,2,0,0,0,0,,0,,86,,3,0,Fraîchement rénové
Anderlecht,1070,Appartement,1,225000€,2,1,0,0,0,,0,,90,,,0,Excellent état
Libramont-Chevigny,6800,Appartement,1,225000€,2,1,0,0,1,17,0,,100,,4,0,Excellent état
Blankenberge,8370,Rez-de-chaussée,1,225000€,2,1,0,0,0,,1,60,75,,,0,Bon
Anvers,2000,Appartement,1,229000€,2,1,0,0,0,,0,,75,,,0,Excellent état
Anvers,2018,Appartement,1,229000€,2,0,0,0,0,,0,,77,,2,0,Fraîchement rénové
Deurne,2100,Appartement,1,229000€,3,0,0,0,1,4,0,,95,,3,0,Excellent état
Oostende,8400,Penthouse,1,229000€,2,0,0,0,1,70,0,,73,,2,0,Excellent état
Denderleeuw,9470,Appartement,1,229000€,2,1,0,0,0,,0,,99,,,0,Excellent état
Namur,5000,Appartement,1,233000€,2,1,0,0,0,,0,,74,,1,0,Excellent état
Bruxelles,1030,Appartement,1,235000€,2,0,0,0,1,7,0,,75,,2,0,
Woluwe-Saint-Lambert,1200,Appartement,1,235000€,1,1,0,0,0,,0,,65,,2,0,Bon
Merchtem,1785,Appartement,1,235000€,2,1,0,0,0,,0,,75,,2,0,Bon
Middelkerke,8430,Appartement,1,235000€,2,0,0,0,1,5,0,,64,,2,0,Excellent état
Harelbeke,8530,Appartement,1,235000€,2,1,0,0,1,7,0,,88,,,0,
Erembodegem,9320,Appartement,1,235000€,1,0,0,0,0,,0,,74,,2,0,Bon
Knokke,8300,Appartement,1,239000€,,0,0,0,0,,0,,38,,2,0,Bon
Ninove,9400,Appartement,1,239000€,2,0,0,0,0,,0,,122,,,0,Excellent état
Molenbeek-Saint-Jean,1080,Duplex,1,249000€,2,1,0,0,1,18,0,,90,,2,0,Excellent état
Woluwe-Saint-Pierre,1150,Penthouse,1,249000€,1,0,0,0,1,14,0,,50,,,0,Bon
Schoten,2900,Appartement,1,249000€,3,1,0,0,0,,0,,102,,2,0,Bon
Enghien,7850,Appartement,1,249000€,3,0,0,0,0,,0,,195,,2,0,Bon
Ostende,8400,Appartement,1,249000€,2,0,0,0,1,5,0,,85,,2,0,Excellent état
Anderlecht,1070,Appartement,1,250000€,3,0,0,0,0,,0,,117,,2,0,Bon
Woluwe-Saint-Lambert,1200,Appartement,1,250000€,3,0,0,0,1,16,0,,100,,,0,
Anvers,2020,Appartement,1,259000€,3,0,0,0,1,6,0,,110,,,0,Bon
Brasschaat,2930,Appartement,1,259000€,2,1,0,0,1,7,0,,90,,2,0,Excellent état
Louvain,3000,Studio,1,259000€,1,0,1,0,0,,0,,40,,,0,Excellent état
Anvers,2018,Appartement,1,260000€,2,0,0,0,0,,0,,103,,2,0,Excellent état
Andenne,5300,Appartement,1,260000€,4,1,0,0,0,,0,,250,,,0,À rénover
Bruxelles,1000,Studio,1,265000€,,1,0,0,1,10,0,,45,,3,0,Excellent état
St-Amandsberg,9040,Appartement,1,267000€,2,0,0,0,0,,0,,80,,3,0,Fraîchement rénové
Zaventem,1930,Rez-de-chaussée,1,269000€,3,0,0,0,1,6,1,30,86,,1,0,Bon
Louvain,3010,Appartement,1,269000€,2,0,1,0,0,,0,,77,,,0,Excellent état
Herent,3020,Appartement,1,269000€,2,0,0,0,1,10,1,32,83,,2,0,
Forest,1190,Penthouse,1,275000€,1,0,0,0,1,50,0,,62,,,0,Fraîchement rénové
Woluwe-Saint-Lambert,1200,Appartement,1,275000€,2,1,0,0,1,8,0,,91,,2,0,
Duffel,2570,Appartement,1,275000€,3,1,0,0,0,,0,,106,,2,0,Excellent état
Koksijde,8670,Appartement,1,275000€,3,0,1,0,0,,0,,85,,2,0,Bon
Anderlecht,1070,Appartement,1,279000€,3,1,0,0,1,22,0,,,,3,0,Fraîchement rénové
Anvers,2000,Appartement,1,282000€,1,1,0,0,0,,0,,75,,3,0,Bon
Woluwe-Saint-Lambert,1200,Appartement,1,285000€,2,0,0,0,1,15,0,,74,,2,0,Bon
Geel,2440,Appartement,1,285000€,3,1,0,0,1,55,0,,150,,2,0,Bon
Heverlee,3001,Appartement,1,285000€,1,0,0,0,1,2,0,,76,,2,0,Fraîchement rénové
Nieuport,8620,Appartement,1,285000€,2,0,0,0,0,,0,,62,,,0,
Anderlecht,1070,Triplex,1,289000€,3,1,0,0,1,25,0,,140,,2,0,Bon
Anvers,2140,Appartement,1,289500€,2,1,0,0,1,13,0,,87,,,0,Excellent état
Bruges,8000,Appartement,1,290000€,1,0,0,0,0,,0,,50,,2,0,
Knokke,8300,Studio,1,290000€,,0,0,0,0,,0,,32,,,0,Fraîchement rénové
Schaerbeek,1030,Appartement,1,295000€,2,1,0,0,0,,0,,100,,2,0,
Heist-aan-Zee,8301,Appartement,1,295000€,3,0,0,0,0,,0,,119,,,0,À rafraîchir
Ostende,8400,Appartement,1,295000€,2,0,1,0,1,4,0,,85,,2,0,Excellent état
Ostende,8400,Appartement de service,1,295000€,1,0,0,0,1,7,0,,60,,2,0,
Courtrai,8500,Appartement,1,295000€,3,0,0,0,0,,0,,132,,,0,Excellent état
Koekelberg,1081,Duplex,1,298000€,2,0,0,0,1,25,0,,105,,2,0,Excellent état
Beveren-Waas,9120,Appartement,1,298000€,2,0,0,0,1,25,0,,80,,2,0,
Sint-Pieters-Leeuw,1600,Rez-de-chaussée,1,299000€,2,1,0,0,1,18,0,,95,,3,0,Excellent état
Zaventem,1930,Triplex,1,299000€,3,0,0,0,1,15,0,,102,,,0,Bon
Onze-Lieve-Vrouw-Waver,2861,Appartement,1,299000€,2,1,0,0,1,16,0,,120,,,0,Excellent état
Renaix,9600,Appartement,1,299000€,4,0,0,0,1,8,0,,130,,3,0,Excellent état
Nivelles,1400,Appartement,1,310000€,2,0,0,0,0,,0,,120,,,0,Bon
De,8420,Rez-de-chaussée,1,310000€,3,1,0,0,1,23,0,,110,,,0,Bon
BONCELLES,4100,Appartement,1,316000€,2,0,0,0,1,8,0,,102,,,0,
Blankenberge,8370,Appartement,1,321300€,2,0,0,0,1,9,0,,105,,4,0,
Anvers,2000,Appartement,1,325000€,2,0,0,0,0,,1,25,120,,2,0,Bon
Brasschaat,2930,Duplex,1,335000€,2,1,0,0,1,20,0,,115,,2,0,Excellent état
Bruxelles,1000,Appartement,1,340000€,1,1,0,0,1,25,0,,81,,,0,Excellent état
Woluwe-Saint-Pierre,1150,Appartement,1,340000€,2,0,0,0,0,,0,,100,,3,0,À rafraîchir
Bruxelles,1000,Duplex,1,345000€,1,1,1,0,1,15,0,,67,,2,0,Excellent état
Uccle,1180,Appartement,1,345000€,2,0,0,0,1,10,0,,85,,4,0,
Anvers,2000,Appartement,1,345000€,2,1,0,0,0,,0,,87,,2,0,Excellent état
Anderlecht,1070,Rez-de-chaussée,1,349000€,2,1,0,0,1,16,0,,125,,3,0,Excellent état
Forest,1190,Duplex,1,349000€,2,1,0,0,0,,0,,110,,2,0,À rénover
Woluwe-Saint-Lambert,1200,Rez-de-chaussée,1,349000€,2,1,0,0,1,8,0,,100,,3,0,Excellent état
Dilbeek,1700,Appartement,1,349000€,3,0,0,0,0,,0,,130,,,0,
Kontich,2550,Duplex,1,349000€,3,0,0,0,1,10,0,,170,,2,0,Excellent état
Kontich,2550,Duplex,1,349000€,3,0,0,0,1,10,0,,170,,3,0,Excellent état
Herent,3020,Duplex,1,349000€,2,1,0,0,0,,0,,104,,2,0,Excellent état
Tournai,7500,Appartement,1,349000€,4,1,0,0,1,3,0,,217,,,0,Bon
Koksijde,8670,Appartement,1,349000€,3,0,0,0,0,,0,,96,,2,0,Bon
Uccle,1180,Appartement,1,350000€,4,0,0,0,0,,0,,120,,,0,Bon
Quevy,7040,Appartement de service,1,350000€,8,0,1,0,1,40,1,417,374,,4,0,Excellent état
Nieuport,8620,Duplex,1,350000€,2,0,0,0,1,6,0,,114,,,0,Excellent état
Anvers,2000,Appartement,1,359000€,2,1,1,0,1,20,0,,92,,2,0,Excellent état
Oostduinkerke,8670,Appartement,1,360000€,2,0,1,0,0,,1,20,122,,2,0,Excellent état
Groot-Bijgaarden,1702,Duplex,1,369000€,4,0,0,0,0,,1,115,160,,,0,
Anvers,2060,Loft,1,369000€,2,1,0,0,1,17,0,,120,,2,0,Excellent état
Borgerhout,2140,Loft,1,369000€,2,1,0,0,1,17,0,,120,,2,0,Excellent état
Etterbeek,1040,Rez-de-chaussée,1,375000€,2,0,0,0,0,,0,,118,,3,0,Bon
Etterbeek,1040,Appartement,1,375000€,2,0,0,0,0,,0,,118,,3,0,Bon
Middelkerke,8434,Rez-de-chaussée,1,375000€,2,0,0,0,1,22,1,500,115,,,0,Bon
Knokke,8300,Appartement,1,378000€,1,0,0,0,0,,0,,53,,2,0,Bon
Uccle,1180,Triplex,1,379000€,2,1,0,0,0,,0,,100,,2,0,Fraîchement rénové
Gand,9000,Appartement,1,379000€,2,0,0,0,0,,0,,109,,,0,Excellent état
Uccle,1180,Appartement,1,Mise à prix : 385000€,2,0,0,0,0,,0,,173,,,0,À rénover
Woluwe-Saint-Lambert,1200,Appartement,1,385000€,2,1,0,0,1,18,1,1100,80,,2,1,
Bruxelles,1000,Appartement,1,395000€,2,0,0,0,0,,0,,190,,2,0,À rafraîchir
Ixelles,1050,Rez-de-chaussée,1,395000€,2,1,0,0,1,15,1,20,91,,,0,Bon
Knokke,8300,Appartement,1,395000€,3,0,0,0,1,4,0,,103,,2,0,Bon
Ostende,8400,Appartement,1,395000€,2,1,0,0,0,,0,,103,,,0,
Knokke,8300,Duplex,1,399000€,2,1,0,0,1,10,0,,93,,2,0,Bon
Knokke,8300,Appartement,1,399000€,2,0,0,0,0,,0,,100,,2,0,Bon
Hemiksem,2620,Appartement,1,399500€,3,1,0,0,0,,0,,135,,,0,Excellent état
Genk,3600,Appartement,1,399900€,3,1,1,0,1,22,0,,113,,2,0,Excellent état
Louvain,3000,Appartement,1,405000€,2,0,0,0,1,4,0,,97,,,0,Bon
Harelbeke,8530,Appartement,1,414200€,2,0,0,0,0,,0,,140,,3,0,Bon
Auderghem,1160,Duplex,1,415000€,2,1,0,0,1,3,0,,103,,2,0,Excellent état
Knokke,8300,Duplex,1,418000€,2,0,0,0,0,,0,,75,,,0,
Heist-aan-Zee,8301,Appartement,1,425000€,2,0,0,0,0,,0,,,,3,0,Bon
Anvers,2018,Appartement,1,429000€,3,0,1,0,1,7,0,,155,,2,0,Fraîchement rénové
Knokke,8300,Appartement,1,432000€,2,0,0,0,0,,0,,108,,,0,Excellent état
Lier,2500,Appartement,1,435000€,2,1,0,0,0,,0,,134,,3,0,Excellent état
Knokke-Heist,8300,Appartement,1,439000€,3,0,0,0,0,,0,,81,,,0,Bon
Nieuwpoort,8620,Duplex,1,439000€,2,0,0,0,0,,0,,108,,3,0,Excellent état
Bruxelles,1000,Loft,1,445000€,1,1,0,0,0,,0,,212,,2,0,Bon
Schaerbeek,1030,Appartement,1,450000€,3,1,0,0,0,,0,,177,,2,0,Excellent état
Uccle,1180,Triplex,1,450000€,2,1,0,0,1,6,0,,132,,1,0,
Woluwe-Saint-Lambert,1200,Loft,1,450000€,2,1,0,0,1,15,0,,135,,2,0,Excellent état
Woluwe-Saint-Lambert,1200,Loft,1,450000€,2,1,0,0,0,,0,,135,,,0,Excellent état
Ottignies-Louvain-la-Neuve,1348,Rez-de-chaussée,1,450000€,3,1,0,0,1,36,0,,108,,3,0,Excellent état
LEUPEGEM,9700,Loft,1,455000€,4,1,0,0,0,,0,,,,2,0,
WOLUWÉ-SAINT-PIERRE,1150,Penthouse,1,459000€,2,0,0,0,1,39,0,,110,,3,0,Bon
Bruxelles,1000,Rez-de-chaussée,1,465000€,1,1,0,0,1,15,0,,72,,,0,Excellent état
Knokke,8300,Appartement,1,465000€,2,0,0,0,0,,0,,80,,2,0,
Uccle,1180,Appartement,1,475000€,3,1,0,0,1,10,0,,120,,3,0,Excellent état
Uccle,1180,Appartement,1,485000€,2,0,0,0,0,,0,,84,,,0,Bon
Woluwe-St-Pierre,1150,Appartement,1,490000€,3,1,0,0,0,,0,,140,,2,0,Excellent état
Tubize,1480,Loft,1,490000€,3,1,0,0,1,40,0,,173,,2,0,Excellent état
Louvain,3000,Appartement,1,490000€,4,0,0,1,1,10,0,,190,,3,0,Excellent état
Woluwe-Saint-Lambert,1200,Appartement,1,495000€,4,1,0,0,1,10,0,,196,,2,0,Excellent état
Gand,9000,Appartement,1,495000€,1,1,0,0,0,,0,,100,,,0,Excellent état
Anvers,2000,Appartement,1,498000€,2,1,0,1,1,30,0,,120,,2,0,Excellent état
Uccle,1180,Appartement,1,499000€,3,1,0,0,1,8,0,,175,,4,1,Bon
Bruxelles,1000,Appartement,1,500000€,2,1,0,0,1,12,0,,90,,2,0,Excellent état
Arlon,6700,Appartement,1,510000€,5,1,0,0,0,,0,,,,3,0,Fraîchement rénové
Knokke,8300,Appartement,1,519000€,2,0,0,0,0,,0,,94,,2,0,
Willebroek,2830,Penthouse,1,520000€,3,0,0,0,1,5,0,,222,,2,0,Bon
Etterbeek,1040,Appartement,1,525000€,3,1,0,0,1,12,0,,140,,2,0,Excellent état
Anvers,2050,Appartement,1,525000€,3,1,0,0,1,8,0,,200,,2,0,Excellent état
Uccle,1180,Rez-de-chaussée,1,535000€,3,1,0,0,0,,0,,145,,3,0,Bon
BRUXELLES,1000,Appartement,1,540000€,2,0,0,0,1,12,0,,95,,2,0,Fraîchement rénové
Saint-Gilles,1060,Loft,1,550000€,1,1,0,0,0,,1,35,200,,,0,Bon
Uccle,1180,Duplex,1,550000€,3,0,0,0,1,17,0,,194,,,0,À rénover
Rhode-Saint-Genese,1640,Penthouse,1,555000€,3,1,0,0,1,18,0,,146,,,0,Fraîchement rénové
Knokke-Heist,8300,Appartement,1,578000€,1,1,0,0,1,4,0,,64,,2,0,Excellent état
Uccle,1180,Appartement,1,580000€,2,1,0,0,1,17,0,,100,,,0,Excellent état
Auderghem,1160,Penthouse,1,595000€,3,1,0,0,1,100,0,,135,,3,0,Excellent état
Knokke,8300,Appartement,1,595000€,3,1,0,0,1,5,0,,85,,2,0,Excellent état
Knokke,8300,Appartement,1,595000€,2,0,0,0,1,6,0,,105,,2,0,Bon
Knokke-Heist,8300,Penthouse,1,595000€,2,1,0,0,1,80,0,,64,,,0,Fraîchement rénové
Knokke-Heist,8300,Appartement,1,595000€,3,1,0,0,1,2,0,,97,,,0,Fraîchement rénové
Knokke-Heist,8300,Appartement,1,595000€,2,0,0,0,0,,0,,,,2,0,Bon
Anvers,2000,Loft,1,599000€,3,0,0,0,1,9,0,,162,,2,0,Excellent état
Sint-Michiels,8200,Penthouse,1,599000€,2,0,0,0,0,,0,,120,,4,0,Excellent état
Knokke,8300,Appartement,1,620000€,3,1,0,0,1,10,0,,100,,2,0,Excellent état
Knokke,8300,Appartement,1,625000€,2,0,0,0,0,,0,,92,,,0,
Knokke,8300,Appartement,1,645000€,3,1,0,0,1,5,0,,85,,2,0,Excellent état
Bruxelles,1000,Appartement,1,650000€,3,1,0,0,1,12,0,,140,,,0,Excellent état
Uccle,1180,Appartement,1,650000€,3,0,0,1,1,57,0,,203,,,1,Bon
Auderghem,1160,Rez-de-chaussée,1,657000€,2,1,0,0,1,36,1,48,114,,2,0,Excellent état
Gand,9000,Penthouse,1,688000€,2,1,0,0,1,100,0,,105,,,0,Excellent état
Uccle,1180,Rez-de-chaussée,1,695000€,3,0,0,0,1,44,1,100,160,,,0,À rafraîchir
Auderghem,1160,Appartement,1,730000€,3,1,0,0,1,15,0,,220,,2,0,Excellent état
Bruxelles,1000,Loft,1,735000€,3,1,0,0,1,31,0,,216,,1,0,Excellent état
Anvers,2000,Appartement,1,749000€,2,1,0,0,1,20,0,,180,,2,0,Excellent état
Ixelles,1050,Appartement,1,750000€,3,1,0,0,1,12,0,,170,,3,1,Excellent état
Bruxelles,1000,Appartement,1,755000€,3,1,0,0,1,26,0,,155,,,0,Excellent état
Knokke-Heist,8300,Appartement,1,775000€,2,0,0,0,0,,0,,90,,,0,Excellent état
Uccle,1180,Appartement,1,785000€,4,1,0,0,1,16,0,,210,,2,0,Excellent état
Knokke-Zoute,8300,Appartement,1,795000€,3,0,0,0,0,,0,,101,,,0,
Ixelles,1050,Penthouse,1,800000€,3,1,0,0,1,30,0,,170,,2,0,Excellent état
Knokke-Heist,8300,Appartement,1,825000€,3,1,0,0,0,,0,,105,,2,0,Fraîchement rénové
Ixelles,1050,Duplex,1,835000€,4,1,0,1,0,,1,250,213,,4,0,
Ostende,8400,Appartement,1,849000€,3,1,1,0,0,,0,,198,,2,0,Excellent état
Knokke-Heist,8300,Appartement,1,855000€,2,0,0,0,0,,0,,90,,3,0,Fraîchement rénové
Bruxelles,1000,Appartement,1,895000€,3,1,0,0,1,38,0,,171,,,0,Excellent état
Knokke,8300,Appartement,1,895000€,3,0,0,0,0,,0,,90,,2,0,Excellent état
Knokke-Heist,8301,Duplex,1,895000€,3,1,0,0,0,,0,,175,,,0,Excellent état
Knokke-Heist,8300,Appartement,1,899000€,3,0,0,0,1,7,0,,105,,2,0,Bon
Etterbeek,1040,Appartement,1,950000€,3,1,0,0,0,,0,,294,,3,0,Bon
Ixelles,1050,Appartement,1,950000€,3,1,0,0,0,,0,,239,,3,0,Excellent état
Auderghem,1160,Rez-de-chaussée,1,995000€,3,1,0,0,1,81,1,249,167,,3,0,
Knokke,8300,Appartement,1,1025000€,3,0,0,0,1,5,0,,103,,2,0,Bon
Uccle,1180,Appartement,1,1050000€,3,1,0,0,1,30,0,,196,,,0,Excellent état
Knokke-Heist,8300,Loft,1,1095000€,1,0,0,0,0,,0,,400,,,0,Bon
Knokke-Heist,8300,Appartement,1,1100000€,2,1,1,0,0,,0,,110,,2,0,Excellent état
Ixelles,1050,Appartement,1,1150000€,4,1,0,0,0,,0,,280,,2,0,Excellent état
Boechout,2530,Duplex,1,1150000€,2,1,0,1,0,,1,400,275,,4,0,Excellent état
Knokke-Heist,8300,Appartement,1,1295000€,3,0,0,0,0,,0,,126,,3,0,Bon
Knokke-Heist,8300,Appartement,1,1395000€,2,0,0,0,1,14,0,,105,,2,1,Excellent état
Knokke,8300,Duplex,1,1395000€,4,0,0,0,1,20,0,,178,,2,0,Bon
Uccle,1180,Appartement,1,1450000€,4,0,0,0,1,85,0,,360,,2,0,Excellent état
Uccle,1180,Appartement,1,1480000€,3,0,0,1,0,,0,,260,,3,0,Bon
Uccle,1180,Appartement,1,1480000€,3,1,0,0,1,65,0,,260,,3,0,Excellent état
Uccle,1180,Appartement,1,1480000€,3,1,0,0,1,65,0,,260,,4,0,Excellent état
Knokke-Heist,8300,Appartement,1,1570000€,2,0,0,0,1,4,0,,110,,2,0,Excellent état
Ixelles,1050,Penthouse,1,1575000€,2,1,1,0,1,100,0,,161,,4,0,Excellent état
Knokke-Heist,8300,Appartement,1,1575000€,3,0,0,0,0,,0,,120,,2,0,Bon
Knokke,8300,Appartement,1,1630000€,3,0,0,0,0,,0,,117,,,0,
Knokke-Heist,8300,Appartement,1,1700000€,3,0,0,1,1,70,0,,223,,,0,
Knokke-Heist,8300,Appartement,1,1850000€,3,1,0,0,1,101,0,,150,,2,0,Excellent état
Knokke-Heist,8300,Appartement,1,2975000€,3,1,0,0,0,,0,,142,,2,0,Excellent état
Uccle,1180,Duplex,1,3295000€,5,1,0,0,0,,0,,480,,4,0,Excellent état
Bruxelles,1000,Penthouse,1,3500000€,3,1,0,0,1,36,0,,540,,4,1,Excellent état
Knokke-Heist,8300,Appartement,1,3595000€,3,1,0,0,1,40,0,,251,,2,0,Excellent état
Liège,4000,Immeuble mixte,1,Mise à prix : 140000€,4,0,0,0,0,,0,,,132,2,0,Bon
Gand,9000,Maison,1,298000€,3,0,0,0,0,,0,,155,66,2,0,
HAASDONK,9120,Maison,1,398000€,3,0,0,0,1,65,0,,180,588,3,0,Bon
Uccle,1180,Appartement,1,192000€,1,1,0,0,0,,0,,62,,2,0,
Comblain-Fairon,4180,Bien exceptionnel,1,450000€,6,0,0,0,0,,0,,300,970,4,0,Excellent état
Charleroi,6010,Maison,1,160000€,4,0,0,0,1,50,0,,154,318,2,0,
ETHE,6760,Immeuble à appartements,1,165000€,3,1,0,0,0,,0,,114,50,2,0,À rafraîchir
Middelkerke,8430,Maison,1,215000€,3,0,0,0,1,15,1,190,100,250,4,0,Excellent état
Braine-le-ChÃteau,1440,Maison,1,428000€,3,0,0,0,0,,0,,175,1064,3,0,Excellent état
Gand,9000,Maison,1,469000€,4,0,0,0,1,23,0,,145,168,,0,
Beauraing,5570,Immeuble à appartements,1,950000€,,0,0,0,0,,0,,,,4,0,Excellent état
St-Gilles,1060,Maison,1,1100000€,3,1,0,1,1,30,1,100,200,400,2,0,Bon
Brasschaat,2930,Maison,1,530000€,4,1,0,0,0,,0,,265,375,3,0,
Laeken,1020,Appartement,1,165000€,1,1,0,0,0,,0,,77,,2,0,
Bruxelles,1000,Appartement,1,323000€,2,0,0,0,1,5,0,,80,,3,0,Fraîchement rénové
Tirlemont,3300,Maison,1,259000€,5,0,0,0,1,37,1,317,155,491,2,0,Bon
EERNEGEM,8480,Maison,1,399000€,4,0,0,0,0,,0,,,328,3,0,Bon
Beernem,8730,Villa,1,759000€,3,0,0,0,0,,0,,330,970,4,0,Excellent état
Edegem,2650,Appartement,1,258000€,2,0,0,0,1,8,0,,92,,2,0,Bon
Courtrai,8500,Maison,1,99000€,3,1,0,0,0,,0,,98,60,,0,À rafraîchir
Mettet,5640,Maison,1,195000€,3,1,0,0,0,,0,,237,,4,0,À rénover
Torhout,8820,Maison,1,299000€,4,1,0,0,0,,0,,,735,3,0,Bon
Denderhoutem,9450,Maison,1,309000€,4,0,0,0,0,,0,,229,828,2,0,Bon
Huizingen,1654,Maison,1,339000€,3,0,0,0,0,,0,,192,656,3,0,
Holsbeek,3220,Villa,1,548000€,4,0,0,0,0,,0,,211,2124,4,0,Excellent état
Uccle,1180,Villa,1,3950000€,6,0,0,1,0,,0,,420,,4,0,Bon
Middelkerke,8434,Appartement,1,175000€,1,0,0,0,1,1338,0,,52,,,0,Excellent état
Florenville,6820,Appartement,1,179000€,1,0,0,0,1,8,0,,72,,3,0,
Florenville,6820,Appartement,1,185000€,1,0,0,0,0,,0,,78,,3,0,
Florenville,6820,Appartement,1,195000€,2,0,0,0,0,,0,,87,,3,0,
Lebbeke,9280,Rez-de-chaussée,1,200000€,2,0,0,0,1,14,1,34,88,,,0,Bon
La,6980,Appartement,1,202950€,3,0,0,0,1,4,0,,92,,,0,Excellent état
Schaerbeek,1030,Appartement,1,205000€,1,0,0,0,1,10,0,,71,,2,0,
Braine-le-Comte,7090,Appartement,1,222000€,2,1,0,0,1,10,0,,90,,,0,Excellent état
La,6980,Appartement,1,235750€,3,0,0,0,1,30,0,,101,,,0,Excellent état
Florenville,6820,Appartement,1,245000€,2,0,0,0,1,8,0,,96,,3,0,
Buizingen,1501,Triplex,1,259000€,3,1,0,0,1,13,0,,149,,,0,Excellent état
COURT-SAINT-ETIENNE,1490,Duplex,1,265000€,3,1,0,0,1,23,0,,110,,2,0,À rafraîchir
Anvers,2000,Appartement de service,1,265000€,1,1,0,0,0,,0,,,,1,1,Excellent état
Uccle,1180,Appartement,1,296000€,1,1,0,0,1,10,0,,70,,,0,Excellent état
Anderlecht,1070,Rez-de-chaussée,1,325000€,3,1,0,0,1,38,1,38,122,,,0,Excellent état
Neupré,4120,Appartement,1,348000€,2,0,0,0,1,16,0,,115,,,0,
Ottignies-Louvain-la-Neuve,1340,Rez-de-chaussée,1,355000€,2,0,0,0,1,30,1,161,101,,2,0,Excellent état
Forest,1190,Penthouse,1,359000€,3,1,0,0,1,18,0,,125,,4,0,
Sterrebeek,1933,Appartement,1,620000€,2,1,0,1,1,19,0,,139,,3,0,Excellent état
Neupré,4120,Penthouse,1,627000€,3,0,0,0,1,58,0,,178,,,0,
