Locality,Postal code,Type,Build,Price,Number_rooms,Fully_equipped_kitchen,Furnished,Open_fire,Terrace,Ter_Area,Garden,Area_garden,Livable_surface_area,Surface_area_land,Numb_facades,Swimming_pool,State
Renaix,9600,Appartement,1,138000€,2,1,0,0,1,3,0,,84,,3,0,Bon
Schaerbeek,1030,Appartement,1,139000€,1,0,0,0,1,2,0,,28,,4,0,Bon
Schaerbeek,1030,Appartement,1,139000€,1,0,0,0,0,,0,,30,,4,0,Bon
Koekelberg,1081,Appartement,1,139000€,1,1,0,0,1,8,0,,48,,,0,À rafraîchir
Blankenberge,8370,Appartement,1,139000€,2,0,0,0,0,,0,,60,,2,0,Bon
Westende,8434,FIDELIS,0,De 139000€ À 269000€,,0,0,0,0,,0,,,,,0,
Pont-à-Celles,6230,Maison,1,139500€,2,1,0,0,0,,1,90,110,150,2,0,Fraîchement rénové
LA,7100,LA STRADA,0,De 139500€ À 327500€,,0,0,0,0,,0,,,,,0,
Chatelineau,6200,Maison,1,139900€,4,0,0,0,1,22,0,,130,230,3,0,Bon
Soumagne,4630,LES VALS DE WEGIMONT,0,De 140000€ À 165000€,,0,0,0,0,,0,,,,,0,
Bievre,5555,Appartements Bievre,0,De 140000€ À 147500€,,0,0,0,0,,0,,,,,0,
Arlon,6700,Appartement,1,140000€,1,0,0,0,0,,0,,59,,,0,Bon
Mons,7000,RESIDENCEELIE,0,De 140000€ À 235000€,,0,0,0,0,,0,,,,,0,
SINT-NIKLAAS,9100,Squadron,0,De 141000€ À 345000€,,0,0,0,0,,0,,,,,0,
Saint-Ghislain,7333,Grand Angle - Appartement,0,De 144000€ À 249000€,,0,0,0,0,,0,,,,,0,
Seraing,4101,Appartement,1,145000€,2,1,0,0,0,,0,,81,,3,0,Bon
Namur,5000,RESIDENCE CUBIC,0,De 145000€ À 324000€,,0,0,0,0,,0,,,,,0,
Jurbise,7050,PROJET JURBISE,0,De 145000€ À 360214€,,0,0,0,0,,0,,,,,0,
Colfontaine,7340,Maison,1,145000€,3,1,0,0,1,12,1,120,145,200,2,0,Bon
Renaix,9600,Maison,1,145000€,3,1,0,0,0,,0,,150,90,2,0,Fraîchement rénové
Tubize,1480,Projet neuf - Appartements,0,De 146225€ À 284804€,,0,0,0,0,,0,,,,,0,
Namur,5000,Résidence Général Michel,0,De 147000€ À 329000€,,0,0,0,0,,0,,,,,0,
Eupen,4700,LOTENPARK,0,De 148000€ À 318283€,,0,0,0,0,,0,,,,,0,
Westende,8434,FIDELIS II,0,De 149000€ À 299000€,,0,0,0,0,,0,,,,,0,
Renaix,9600,Maison,1,149000€,2,0,0,0,0,,0,,130,50,2,0,Bon
Jupille-sur-Meuse,4020,résidence Les Vignes,0,De 149080€ À 237589€,,0,0,0,0,,0,,,,,0,
Boussu,7300,Maison,1,149500€,3,1,0,0,1,93,0,,160,195,2,0,Bon
Charleroi,6031,Maison,1,149900€,4,1,0,0,1,10,1,400,160,690,3,0,À rénover
Pont-à-Celles,6230,Maison,1,149900€,3,1,0,0,0,,1,400,170,500,3,0,À rénover
Berchem-Ste-Agathe,1082,Dormont **TVA 6% BTW**,1,150000€,,0,0,0,0,,0,,,,,0,
Seraing,4100,Appartement,1,150000€,2,0,0,0,0,,1,109,82,,3,0,À rénover
Soignies,7060,Appartement,1,150000€,2,1,0,0,1,15,0,,85,,4,0,À rafraîchir
La,8660,Projet neuf - Appartements,0,De 150000€ À 305000€,,0,0,0,0,,0,,,,,0,
Anderlecht,1070,CITY SIDE,0,De 153000€ À 197500€,,0,0,0,0,,0,,,,,0,
Eupen,4700,NEO - Phase 1,0,De 154000€ À 379000€,,0,0,0,0,,0,,,,,0,
Ath,7800,Projet neuf - Appartements,0,De 154286€ À 252479€,,0,0,0,0,,0,,,,,0,
Beauraing,5570,"Résidence ""L' AUBERGE""",0,De 154500€ À 162500€,,0,0,0,0,,0,,,,,0,
Arlon,6700,Appartement,1,154900€,2,0,0,0,0,,0,,84,,2,0,À rafraîchir
Anderlecht,1070,Groeninckx *TVA 6% BTW*,0,De 155000€ À 225000€,,0,0,0,0,,0,,,,,0,
Anvers,2020,Appartement,1,155000€,2,0,0,0,1,5,0,,75,,,0,Bon
Wanze,4520,Maison,1,155000€,2,0,0,0,0,,1,642,90,861,3,0,Bon
Fleron,4620,La Folie Douce,0,De 155000€ À 455000€,,0,0,0,0,,0,,,,,0,
Andenne,5300,Appartement,1,155000€,1,1,0,0,1,20,0,,50,,2,0,À rafraîchir
Bertrix,6880,Résidence de la Vierre,0,De 155000€ À 172550€,,0,0,0,0,,0,,,,,0,
Marche-en-Famenne,6900,Central Park - Bloc A,0,De 155000€ À 360000€,,0,0,0,0,,0,,,,,0,
Lombardsijde,8434,Res. Modena,0,De 158000€ À 255000€,,0,0,0,0,,0,,,,,0,
Houthulst,8650,Projet neuf - Appartements,0,De 158000€ À 199000€,,0,0,0,0,,0,,,,,0,
Bruxelles,1000,Urban Court,0,De 159000€ À 709000€,,0,0,0,0,,0,,,,,0,
Chaudfontaine,4053,Maison,1,159000€,1,0,0,0,0,,1,200,70,240,2,0,Bon
Chaudfontaine,4053,Maison,1,159000€,2,0,0,0,0,,1,200,70,240,2,0,Bon
Huy,4500,Appartement,1,159000€,2,1,0,0,1,4,0,,119,,2,0,À rafraîchir
Vladslo,8600,Projet neuf - Appartements,0,De 159000€ À 223850€,,0,0,0,0,,0,,,,,0,
Liège,4000,Appartement,1,159500€,2,1,0,0,0,,0,,79,,,0,Excellent état
Braine-le-Comte,7090,"LE CHAMP DU MOULIN - "" IMMEUBLE COQUELICOT""",0,De 159500€ À 345500€,,0,0,0,0,,0,,,,,0,
Rocourt,4000,Projet neuf - Appartements,0,De 159925€ À 306650€,,0,0,0,0,,0,,,,,0,
Etterbeek,1040,LIBELLULA,0,De 160000€ À 376000€,,0,0,0,0,,0,,,,,0,
Deurne,2100,Projet neuf - Appartements,0,De 160000€ À 285000€,,0,0,0,0,,0,,,,,0,
Soignies,7060,Résidence Stéphenson,0,De 160000€ À 230000€,,0,0,0,0,,0,,,,,0,
Middelkerke,8434,west bay II,0,De 160000€ À 175000€,,0,0,0,0,,0,,,,,0,
Renaix,9600,FORUM AMBROSIUS II,0,De 160000€ À 244000€,,0,0,0,0,,0,,,,,0,
Chièvres,7950,CHIEVRES,0,De 160845€ À 239000€,,0,0,0,0,,0,,,,,0,
Blankenberge,8370,Appartement,1,162000€,1,0,0,0,0,,0,,51,,2,0,Bon
Wavre,1300,VAL VENA,0,De 163400€ À 313642€,,0,0,0,0,,0,,,,,0,
La,7100,Projet neuf - Appartements,0,De 163500€ À 206500€,,0,0,0,0,,0,,,,,0,
Dixmude,8600,Projet neuf - Appartements,0,De 163750€ À 308750€,,0,0,0,0,,0,,,,,0,
Forest,1190,FOREST VILLAGE - Célosie,0,De 164000€ À 388000€,,0,0,0,0,,0,,,,,0,
Marche-en-Famenne,6900,Central Park - Bloc D,0,De 164300€ À 250000€,,0,0,0,0,,0,,,,,0,
Herbeumont,6887,Maison,1,164999€,4,1,0,0,1,12,0,,147,1025,3,0,Bon
Nivelles,1400,Appartement,1,165000€,2,0,0,0,1,20,0,,70,,,0,Bon
Rochefort,5580,Maison,1,165000€,4,0,0,0,0,,0,,165,236,2,0,Bon
Mons,7021,Résidence Leroy,0,De 165000€ À 244000€,,0,0,0,0,,0,,,,,0,
Chièvres,7950,PROJET CHIEVRES,0,De 165000€ À 224395€,,0,0,0,0,,0,,,,,0,
Liege,4032,Résidence Les Erables,0,De 166000€ À 224500€,,0,0,0,0,,0,,,,,0,
Marche-en-Famenne,6900,LES HAUTS DE MARCHE,0,De 167000€ À 299000€,,0,0,0,0,,0,,,,,0,
Lokeren,9160,Belvedère,0,De 168000€ À 278500€,,0,0,0,0,,0,,,,,0,
Ath,7800,Les Haleurs,0,De 168500€ À 205000€,,0,0,0,0,,0,,,,,0,
Molenbeek-St-Jean,1080,Residentie Edmond,0,De 168967€ À 378912€,,0,0,0,0,,0,,,,,0,
Willebroek,2830,POINT PAX,0,De 169000€ À 279000€,,0,0,0,0,,0,,,,,0,
Liege,4000,Appartement,1,169000€,1,0,0,0,1,4,0,,60,,3,0,Bon
Bastogne,6600,AMPLITUDE A,0,De 169000€ À 349000€,,0,0,0,0,,0,,,,,0,
Ostende,8400,Appartement,1,169000€,1,0,0,0,1,8,0,,52,,,0,À rafraîchir
Bertrix,6880,Résidence BARDOT,0,De 169500€ À 199500€,,0,0,0,0,,0,,,,,0,
Gouy-lez-Piéton,6181,Maison,1,169900€,4,1,0,0,1,20,1,248,218,395,3,0,À rafraîchir
Pont-à-Celles,6230,Maison,1,169900€,3,0,0,0,1,10,1,100,125,212,2,0,Bon
Manage,7170,Maison,1,169900€,2,1,0,0,0,,1,300,120,590,3,0,Bon
Nivelles,1400,Appartement,1,170000€,2,1,0,0,0,,0,,82,,2,0,À rénover
Courcelles,6180,Appartement,1,170000€,2,0,0,0,0,,0,,95,,3,0,Excellent état
Koksijde,8670,Appartement,1,170000€,1,1,0,0,1,5,0,,44,,2,0,Fraîchement rénové
Lauwe,8930,Projet neuf - Maisons,0,De 170000€ À 289000€,,0,0,0,0,,0,,,,,0,
Harelbeke,8530,Projet neuf - Appartements,0,De 170564€ À 285722€,,0,0,0,0,,0,,,,,0,
Libramont-Chevigny,6800,Les Hirondelles,0,De 171000€ À 255000€,,0,0,0,0,,0,,,,,0,
Asse,1731,Baron,0,De 172000€ À 275000€,,0,0,0,0,,0,,,,,0,
Emptinne,5363,Appartement,1,172000€,2,0,0,0,0,,1,245,155,,4,0,Bon
Mons,7000,MARQUIS DE GAGES,0,De 172462€ À 270320€,,0,0,0,0,,0,,,,,0,
Chaudfontaine,4052,Maison,1,172500€,4,0,0,0,0,,0,,100,75,4,0,À rénover
NeufchÃteau,6840,LES JARDINS DE LONGLIER,0,De 172500€ À 239000€,,0,0,0,0,,0,,,,,0,
NeufchÃteau,6840,"Résidence ""LA CIOTAT""",0,De 172900€ À 194900€,,0,0,0,0,,0,,,,,0,
Namur,5000,Appartement,1,173000€,2,1,0,0,1,5,0,,70,,2,0,Bon
La,8660,Projet neuf - Appartements,1,173000€,,0,0,0,0,,0,,,,,0,
EGHEZÉE,5310,"Résidence ""Thémis""",0,De 173040€ À 193640€,,0,0,0,0,,0,,,,,0,
Laeken,1020,Steyls,0,De 174000€ À 360000€,,0,0,0,0,,0,,,,,0,
Schepdaal,1703,Eylenbosch,0,De 174990€ À 458610€,,0,0,0,0,,0,,,,,0,
Bruxelles,1000,Studio,1,175000€,1,1,0,0,0,,0,,43,,2,0,Bon
Koekelberg,1081,Appartement,1,175000€,2,1,0,0,1,2,0,,75,,2,0,À rénover
Liege,4000,Appartement,1,175000€,2,0,0,0,1,2,0,,90,,3,0,Bon
Huy,4500,RESIDENCE GODIN HUY,0,De 175000€ À 275000€,,0,0,0,0,,0,,,,,0,
Wanze,4520,RESIDENCE JARDIN ETERNEL - WANZE,0,De 175000€ À 295000€,,0,0,0,0,,0,,,,,0,
Amay,4540,Résidence NELL,0,De 175000€ À 185000€,,0,0,0,0,,0,,,,,0,
Wavreille,5580,Maison,1,175000€,5,0,0,0,0,,1,200,326,566,4,0,À rafraîchir
Bastogne,6600,AMPLITUDE B,0,De 175000€ À 339000€,,0,0,0,0,,0,,,,,0,
Marche-en-Famenne,6900,Central Park - Bloc B,0,De 175000€ À 417500€,,0,0,0,0,,0,,,,,0,
Ostende,8400,Appartement,1,175000€,1,0,0,0,0,,0,,60,,2,0,Bon
La,8660,Residentie Stéphanie,0,De 175000€ À 190000€,,0,0,0,0,,0,,,,,0,
Looz,3840,Residentie Berghof,0,De 175042€ À 224336€,,0,0,0,0,,0,,,,,0,
Wavre,1300,val véna apibw A & B,0,De 175182€ À 313642€,,0,0,0,0,,0,,,,,0,
Liege,4020,"Bavière, les sens d'un qu",0,De 176000€ À 435000€,,0,0,0,0,,0,,,,,0,
Liege,4020,Bavière - Appartements,0,De 176000€ À 435000€,,0,0,0,0,,0,,,,,0,
Braine-le-Comte,7090,Les Terrasses de Braine - 4B,0,De 176000€ À 238000€,,0,0,0,0,,0,,,,,0,
BEVEREN-,8791,Residentie De Castor,0,De 177212€ À 264075€,,0,0,0,0,,0,,,,,0,
Bruxelles,1000,TOUR & TAXIS V,0,De 178000€ À 324000€,,0,0,0,0,,0,,,,,0,
Pepinster,4860,Appartement,1,179000€,2,0,0,0,1,40,1,60,110,,3,0,Excellent état
Florenville,6820,Résidence Hôtel de France,0,De 179000€ À 279000€,,0,0,0,0,,0,,,,,0,
Neufchateau,6840,Maison,1,179000€,4,0,0,0,1,11,1,132,248,512,3,0,À rafraîchir
Arlon,6700,Résidence Clos des Salines,0,De 179430€ À 495574€,,0,0,0,0,,0,,,,,0,
Boussu-lez-Walcourt,6440,Lacs de l'Eau d'Heure,0,De 179600€ À 300838€,,0,0,0,0,,0,,,,,0,
Kraainem,1950,Studio,1,180000€,,1,0,0,1,15,0,,40,,2,0,À rafraîchir
Verviers,4800,Maison,1,180000€,5,0,0,0,1,10,1,122,200,215,2,0,Bon
Frameries,7080,Maison,1,180000€,3,0,0,0,1,20,1,100,160,225,3,0,Excellent état
Chapelle-lez-Herlaimont,7160,Maison bel-étage,1,180000€,2,1,0,0,0,,0,,82,135,4,0,Excellent état
LUINGNE,7700,VERTE,0,De 180500€ À 201500€,,0,0,0,0,,0,,,,,0,
NeufchÃteau,6840,Résidence GALEMA,0,De 182000€ À 189000€,,0,0,0,0,,0,,,,,0,
Wavre,1300,VAL VENA (C),0,De 183200€ À 401500€,,0,0,0,0,,0,,,,,0,
Vise,4600,PARC DE L'AUCA,0,De 184000€ À 275000€,,0,0,0,0,,0,,,,,0,
Arlon,6700,RESIDENCE TORREA,0,De 184000€ À 359000€,,0,0,0,0,,0,,,,,0,
Wavre,1300,Appartement,1,185000€,2,0,0,0,1,5,0,,100,,,0,Bon
Jodoigne,1370,Stellar,0,De 185000€ À 285000€,,0,0,0,0,,0,,,,,0,
Huy,4500,Maison,1,185000€,2,1,0,0,0,,1,150,85,200,2,0,Bon
Huy,4500,Appartement,1,185000€,3,0,0,0,0,,0,,130,,4,0,Bon
Arlon,6700,Appartement,1,185000€,2,0,0,0,0,,0,,70,,3,0,Bon
Koksijde,8670,Appartement,1,185000€,2,0,0,0,1,18,1,35,46,,2,0,Bon
Waregem,8790,Hippique,0,De 185000€ À 495000€,,0,0,0,0,,0,,,,,0,
Renaix,9600,Maison,1,185000€,2,1,0,0,1,18,1,50,100,145,2,0,Fraîchement rénové
Poperinge,8970,Projet neuf - Appartements,0,De 185337€ À 460000€,,0,0,0,0,,0,,,,,0,
Anderlecht,1070,Residentie Erasmus,0,De 186318€ À 251213€,,0,0,0,0,,0,,,,,0,
BRUXELLES,1120,GREEN HOUSE,0,De 187000€ À 322000€,,0,0,0,0,,0,,,,,0,
Wavre,1300,val véna C - 2021,0,De 188100€ À 401500€,,0,0,0,0,,0,,,,,0,
Ixelles,1050,Appartement,1,189000€,1,1,0,0,0,,0,,40,,2,0,À rénover
Halle,1500,De Stroppen,0,De 189000€ À 380000€,,0,0,0,0,,0,,,,,0,
Seraing,4100,Maison,1,189000€,2,1,0,0,1,30,1,510,120,695,3,0,Fraîchement rénové
Stekene,9190,STEKENE - Residentie De Brugge,0,De 189000€ À 265000€,,0,0,0,0,,0,,,,,0,
Gembloux,5030,Altitude 154,0,De 189500€ À 274500€,,0,0,0,0,,0,,,,,0,
Libin,6890,Résidence Romane,0,De 189500€ À 194500€,,0,0,0,0,,0,,,,,0,
Renaix,9600,Maison,1,189750€,4,1,0,0,1,25,0,,138,100,2,0,Bon
Tintigny,6730,Résidence Villemont,0,De 189900€ À 194900€,,0,0,0,0,,0,,,,,0,
Forest,1190,Appartement,1,190000€,2,0,0,0,1,14,0,,75,,,0,Bon
Tubize,1480,Maison,1,190000€,3,1,0,0,1,12,1,500,140,568,2,0,À rafraîchir
Wemmel,1780,Cubic - appartementen,0,De 190000€ À 330000€,,0,0,0,0,,0,,,,,0,
Chaudfontaine,4050,CALIDIS - Lancement phase,0,De 190000€ À 520000€,,0,0,0,0,,0,,,,,0,
Pont-a-Celles,6230,Maison,1,190000€,2,0,0,0,1,32,1,200,129,250,2,0,Bon
Lobbes,6540,Appartement,1,190000€,2,0,0,0,1,10,0,,79,,2,0,Bon
Quaregnon,7390,Maison,1,190000€,4,0,0,0,1,11,0,,151,98,3,0,Bon
Sint-Agatha-Berchem,1082,Projet neuf - Appartements,0,De 190320€ À 320894€,,0,0,0,0,,0,,,,,0,
Lendelede,8860,Projet neuf - Appartements,0,De 191000€ À 318000€,,0,0,0,0,,0,,,,,0,
Malmedy,4960,Terrasses de JH Cavens,0,De 191664€ À 542082€,,0,0,0,0,,0,,,,,0,
Ostende,8400,Appartement,1,192000€,1,0,0,0,0,,0,,68,,2,0,Fraîchement rénové
MOERZEKE,9220,Residentie Kastelaar,0,De 192000€ À 212000€,,0,0,0,0,,0,,,,,0,
Braine-l'Alleud,1420,Terra Nostra,0,De 192500€ À 775000€,,0,0,0,0,,0,,,,,0,
Liège,4000,Les Jardins du Val Benoit,0,De 192500€ À 302500€,,0,0,0,0,,0,,,,,0,
Stembert,4800,Prés Carats,0,De 192500€ À 385500€,,0,0,0,0,,0,,,,,0,
Dison,4821,Maison,1,192500€,3,1,0,0,1,18,1,110,120,170,2,0,Excellent état
Evere,1140,Appartement,1,193000€,2,1,0,0,1,4,0,,93,,,0,À rénover
Wemmel,1780,Cubic - Appartements,0,De 193000€ À 544995€,,0,0,0,0,,0,,,,,0,
Arlon,6700,La tour Molitor,0,De 194000€ À 245890€,,0,0,0,0,,0,,,,,0,
Ixelles,1050,Queen 1839,0,De 195000€ À 2500000€,,0,0,0,0,,0,,,,,0,
Jette,1090,Appartement,1,195000€,1,0,0,0,1,6,0,,60,,2,0,Bon
Genappe,1470,Projet LIXON,0,De 195000€ À 345000€,,0,0,0,0,,0,,,,,0,
Hamoir,4180,Maison,1,195000€,3,1,0,0,1,36,1,100,242,475,3,0,Bon
Stembert,4801,Lotissement Clos du Roy,0,De 195000€ À 200000€,,0,0,0,0,,0,,,,,0,
Arlon,6700,Appartement,1,195000€,2,1,0,0,1,3,1,30,80,,,0,À rénover
Duinbergen,8301,Appartement,1,195000€,1,0,0,0,0,,0,,47,,3,0,Bon
Ypres,8900,Projet neuf - Appartements,0,De 195000€ À 420000€,,0,0,0,0,,0,,,,,0,
Molenbeek-St-Jean,1080,Terrasses Parc Scheutbos,0,De 195250€ À 291500€,,0,0,0,0,,0,,,,,0,
Izegem,8870,PR19001 - Woonpark Rafael,0,De 195727€ À 329227€,,0,0,0,0,,0,,,,,0,
Genappe,1470,Projet neuf - Appartements,0,De 195800€ À 241400€,,0,0,0,0,,0,,,,,0,
Ath,7800,ATH - Les Haleurs - LE VAISSEAU,0,De 196000€ À 256500€,,0,0,0,0,,0,,,,,0,
Bruxelles,1000,Canal Wharf,0,De 197000€ À 232000€,,0,0,0,0,,0,,,,,0,
Malmedy,4960,Résidence Remacle,0,De 197900€ À 203800€,,0,0,0,0,,0,,,,,0,
Bastogne,6600,Appartement,1,198000€,2,0,0,0,0,,0,,101,,2,0,Bon
Ostende,8400,Appartement,1,198000€,2,0,0,0,1,6,0,,70,,2,0,Bon
Kortessem,3720,Residentie Groenpark,0,De 198236€ À 224619€,,0,0,0,0,,0,,,,,0,
Auderghem,1160,"""Delta view""",0,De 198500€ À 521500€,,0,0,0,0,,0,,,,,0,
Boortmeerbeek,3190,Assistentiewoningen BOORTSE - fase 2,0,De 199000€ À 259000€,,0,0,0,0,,0,,,,,0,
Liege,4000,Appartement,1,199000€,2,0,0,0,1,5,0,,90,,3,0,Excellent état
CHENEE,4032,Projet neuf - Appartements,0,De 199000€ À 224500€,,0,0,0,0,,0,,,,,0,
Villers-le-Bouillet,4530,Maison,1,199000€,2,1,0,0,1,9,1,350,150,445,3,0,Bon
Jambes,5100,Clairière - Appartements,0,De 199000€ À 270000€,,0,0,0,0,,0,,,,,0,
La,6980,Immeuble mixte,1,199000€,4,1,0,0,1,9,1,158,400,279,2,0,Bon
Dixmude,8600,Projet neuf - Appartements,0,De 199000€ À 389000€,,0,0,0,0,,0,,,,,0,
Gand,9000,KEIZERPOORT,0,De 199000€ À 1640994€,,0,0,0,0,,0,,,,,0,
Mouscron,7700,L'OREE DU PARC,0,De 199500€ À 209000€,,0,0,0,0,,0,,,,,0,
Mouscron,7700,Projet neuf - Appartements,1,199500€,,0,0,0,0,,0,,,,,0,
Renaix,9600,Immeuble mixte,1,199500€,4,1,0,0,1,7,0,,308,120,2,0,À rénover
Woluwe-Saint-Pierre,1150,Appartement,1,200000€,1,0,0,0,1,10,0,,57,,2,0,Bon
Liege,4000,Appartement,1,200000€,2,1,0,0,0,,0,,95,,2,0,Bon
Tournai,7500,Ecobo - Chaussée de Douai,1,201132€,,0,0,0,0,,0,,,,,0,
Andenne,5300,Projet neuf - Appartements,0,De 201351€ À 231150€,,0,0,0,0,,0,,,,,0,
Woumen,8600,Projet neuf - Appartements,0,De 203000€ À 282000€,,0,0,0,0,,0,,,,,0,
Langemark-Poelkapelle,8920,Projet neuf - Appartements,0,De 203000€ À 273000€,,0,0,0,0,,0,,,,,0,
Leuze-En-Hainaut,7900,Leuze - Centre ville,0,De 203692€ À 242544€,,0,0,0,0,,0,,,,,0,
Harelbeke,8530,Projet neuf - Appartements,0,De 204000€ À 479000€,,0,0,0,0,,0,,,,,0,
Ath,7800,13 appartements neufs,0,De 204799€ À 318110€,,0,0,0,0,,0,,,,,0,
Anderlecht,1070,Appartement,1,205000€,2,0,0,0,0,,0,,78,,2,0,Bon
Somme-Leuze,5377,Maison,1,205000€,3,1,0,0,1,50,1,685,90,685,4,0,Bon
Luingne,7700,Projet neuf - Maisons,1,205000€,,0,0,0,0,,0,,,,,0,
Heers,3870,Res. Klaetshof,0,De 205064€ À 220819€,,0,0,0,0,,0,,,,,0,
Bornem,2880,Absvelden,0,De 205500€ À 284000€,,0,0,0,0,,0,,,,,0,
Hemiksem,2620,HEMIXVEER F,0,De 207000€ À 336000€,,0,0,0,0,,0,,,,,0,
Mons,7000,DOMAINE DES GRANDS PRES,0,De 207000€ À 240000€,,0,0,0,0,,0,,,,,0,
Diepenbeek,3590,Residentie Elisabeth I & II,0,De 207041€ À 342090€,,0,0,0,0,,0,,,,,0,
Duffel,2570,Projet neuf - Appartements,0,De 207500€ À 462500€,,0,0,0,0,,0,,,,,0,
Ans,4431,Résidence de Loncin,0,De 208000€ À 595000€,,0,0,0,0,,0,,,,,0,
Ath,7800,"ATH - Les Halleurs - Les ""Tailleurs""",0,De 208000€ À 217000€,,0,0,0,0,,0,,,,,0,
Hoboken,2660,Jardin in Hoboken,0,De 208425€ À 271425€,,0,0,0,0,,0,,,,,0,
Willebroek,2830,Het Vaertland,0,De 209000€ À 385000€,,0,0,0,0,,0,,,,,0,
Saint-Nicolas,4420,Maison,1,209000€,3,1,0,0,0,,0,,175,288,3,0,À rénover
Neufchâteau,6840,Immeuble à appartements,1,209000€,5,1,0,0,0,,0,,585,460,2,0,Bon
Blankenberge,8370,Residentie Mon Ami,0,De 209000€ À 515000€,,0,0,0,0,,0,,,,,0,
Koksijde,8670,Appartement,1,209000€,1,0,0,0,0,,0,,47,,,0,Fraîchement rénové
Arlon,6700,Résidence INFINI,0,De 209500€ À 238500€,,0,0,0,0,,0,,,,,0,
Visé,4600,Domaine des vergers,0,De 209616€ À 277759€,,0,0,0,0,,0,,,,,0,
Ostende,8400,Res. Callas,1,209950€,,0,0,0,0,,0,,,,,0,
Uccle,1180,"""Moulin Blanc"" A-B-C",0,De 210000€ À 925000€,,0,0,0,0,,0,,,,,0,
Hasselt,3500,Appartement,1,210000€,2,0,0,1,1,2,1,25,90,,3,0,À rafraîchir
Liege,4000,Appartement,1,210000€,2,0,0,0,0,,0,,90,,2,0,Excellent état
Marche-en-Famenne,6900,Appartement,1,210000€,2,0,0,0,0,,1,12000,85,,,0,Bon
Blankenberge,8370,Appartement,1,210000€,2,0,0,0,0,,0,,76,,2,0,Bon
Deinze,9800,Projet neuf - Appartements,0,De 210000€ À 315000€,,0,0,0,0,,0,,,,,0,
Bruxelles,1000,"""Utopia""",0,De 210200€ À 4055000€,,0,0,0,0,,0,,,,,0,
Lessines,7860,Projet neuf - Appartements,1,210600€,,0,0,0,0,,0,,,,,0,
Middelkerke,8430,Projet neuf - Maisons,0,De 210770€ À 243196€,,0,0,0,0,,0,,,,,0,
Kontich,2550,Projet neuf - Appartements,0,De 210939€ À 358321€,,0,0,0,0,,0,,,,,0,
Fléron,4620,Résidences de Longval,0,De 211950€ À 221950€,,0,0,0,0,,0,,,,,0,
Marche-en-Famenne,6900,Derniers appartements neu,0,De 212000€ À 259000€,,0,0,0,0,,0,,,,,0,
SINT-ELOOIS-WINKEL,8880,PR19003 - Residentie De Haerelbeek,1,212000€,,0,0,0,0,,0,,,,,0,
Vilvorde,1800,Kantkwartier Broderie,0,De 213000€ À 237000€,,0,0,0,0,,0,,,,,0,
Hoboken,2660,Nieuwbouwproject in centrum Hoboken,0,De 213500€ À 285000€,,0,0,0,0,,0,,,,,0,
Marche-en-Famenne,6900,"Résidence ""Bastogne""",0,De 214000€ À 259000€,,0,0,0,0,,0,,,,,0,
Willebroek,2830,PlazaCity,0,De 214500€ À 300000€,,0,0,0,0,,0,,,,,0,
Barchon,4671,Les terrasses du fort,0,De 214590€ À 873600€,,0,0,0,0,,0,,,,,0,
Messancy,6780,Vallée des Loups,0,De 214750€ À 261000€,,0,0,0,0,,0,,,,,0,
Saint-Nicolas,4420,Domaine Buona Fortuna,0,De 214900€ À 244900€,,0,0,0,0,,0,,,,,0,
Marche-en-Famenne,6900,"Résidence ""LE CHANCELIER""",0,De 214900€ À 292995€,,0,0,0,0,,0,,,,,0,
Jette,1090,Appartement,1,215000€,2,1,0,0,1,2,0,,91,,,0,Bon
Jette,1090,Duplex,1,215000€,2,0,0,0,0,,0,,88,,1,0,Excellent état
Mont-Saint-Guibert,1435,Projet neuf - Appartements,0,De 215000€ À 478000€,,0,0,0,0,,0,,,,,0,
Seraing,4100,Fontaine Domalus - Bloc 2,1,215000€,,0,0,0,0,,0,,,,,0,
Bastogne,6600,Appartement,1,215000€,2,0,0,0,0,,0,,103,,2,0,Bon
Waregem,8790,De Castor,0,De 215000€ À 539500€,,0,0,0,0,,0,,,,,0,
Molenbeek-St-Jean,1080,Sucrerie **TVA 6% BTW**,0,De 216000€ À 300000€,,0,0,0,0,,0,,,,,0,
Forest,1190,THE FOREST,0,De 218400€ À 275600€,,0,0,0,0,,0,,,,,0,
Nazareth,9810,Projet neuf - Appartements,0,De 218746€ À 324044€,,0,0,0,0,,0,,,,,0,
Merelbeke,9820,DE HEEREN,0,De 218950€ À 331088€,,0,0,0,0,,0,,,,,0,
Orp-le-Grand,1350,Maison,1,219000€,4,1,0,0,0,,1,450,122,643,3,0,À rénover
Anvers,2060,Appartement,1,219000€,2,0,0,0,0,,0,,80,,,0,Bon
Westende,8434,Projet neuf - Appartements,0,De 219000€ À 299000€,,0,0,0,0,,0,,,,,0,
Renaix,9600,Maison de maître,1,219000€,7,0,0,0,1,113,0,,358,293,2,0,Bon
Harelbeke,8530,Projet neuf - Appartements,0,De 219500€ À 234500€,,0,0,0,0,,0,,,,,0,
Dilbeek,1702,Residentie Bigard,0,De 219750€ À 319450€,,0,0,0,0,,0,,,,,0,
Huy,4500,Appartement,1,220000€,3,0,0,0,1,35,0,,135,,4,0,À rénover
Bruges,8000,Crombrugghe,0,De 220000€ À 385000€,,0,0,0,0,,0,,,,,0,
Zottegem,9620,Projet neuf - Appartements,0,De 220000€ À 365000€,,0,0,0,0,,0,,,,,0,
